label,h0_pt0_x,h0_pt0_y,h0_pt0_z,h0_pt1_x,h0_pt1_y,h0_pt1_z,h0_pt2_x,h0_pt2_y,h0_pt2_z,h0_pt3_x,h0_pt3_y,h0_pt3_z,h0_pt4_x,h0_pt4_y,h0_pt4_z,h0_pt5_x,h0_pt5_y,h0_pt5_z,h0_pt6_x,h0_pt6_y,h0_pt6_z,h0_pt7_x,h0_pt7_y,h0_pt7_z,h0_pt8_x,h0_pt8_y,h0_pt8_z,h0_pt9_x,h0_pt9_y,h0_pt9_z,h0_pt10_x,h0_pt10_y,h0_pt10_z,h0_pt11_x,h0_pt11_y,h0_pt11_z,h0_pt12_x,h0_pt12_y,h0_pt12_z,h0_pt13_x,h0_pt13_y,h0_pt13_z,h0_pt14_x,h0_pt14_y,h0_pt14_z,h0_pt15_x,h0_pt15_y,h0_pt15_z,h0_pt16_x,h0_pt16_y,h0_pt16_z,h0_pt17_x,h0_pt17_y,h0_pt17_z,h0_pt18_x,h0_pt18_y,h0_pt18_z,h0_pt19_x,h0_pt19_y,h0_pt19_z,h0_pt20_x,h0_pt20_y,h0_pt20_z,h1_pt0_x,h1_pt0_y,h1_pt0_z,h1_pt1_x,h1_pt1_y,h1_pt1_z,h1_pt2_x,h1_pt2_y,h1_pt2_z,h1_pt3_x,h1_pt3_y,h1_pt3_z,h1_pt4_x,h1_pt4_y,h1_pt4_z,h1_pt5_x,h1_pt5_y,h1_pt5_z,h1_pt6_x,h1_pt6_y,h1_pt6_z,h1_pt7_x,h1_pt7_y,h1_pt7_z,h1_pt8_x,h1_pt8_y,h1_pt8_z,h1_pt9_x,h1_pt9_y,h1_pt9_z,h1_pt10_x,h1_pt10_y,h1_pt10_z,h1_pt11_x,h1_pt11_y,h1_pt11_z,h1_pt12_x,h1_pt12_y,h1_pt12_z,h1_pt13_x,h1_pt13_y,h1_pt13_z,h1_pt14_x,h1_pt14_y,h1_pt14_z,h1_pt15_x,h1_pt15_y,h1_pt15_z,h1_pt16_x,h1_pt16_y,h1_pt16_z,h1_pt17_x,h1_pt17_y,h1_pt17_z,h1_pt18_x,h1_pt18_y,h1_pt18_z,h1_pt19_x,h1_pt19_y,h1_pt19_z,h1_pt20_x,h1_pt20_y,h1_pt20_z
ALEF,0.2486620992422104,1.0069130659103394,4.2507420516813e-07,0.37484973669052124,0.9715105891227722,-0.042829688638448715,0.4935216009616852,0.8737367391586304,-0.06099467724561691,0.5744326710700989,0.7848320007324219,-0.07626335322856903,0.6357636451721191,0.7143619656562805,-0.0942981019616127,0.4349682927131653,0.7986377477645874,-0.07529641687870026,0.5119553208351135,0.70902019739151,-0.11997765302658081,0.5586376190185547,0.6642023324966431,-0.1493048220872879,0.6079469919204712,0.6252191066741943,-0.1740124374628067,0.3759641945362091,0.7953358292579651,-0.08637462556362152,0.4280766546726227,0.6813881993293762,-0.14270345866680145,0.4832068979740143,0.6308841109275818,-0.1894664466381073,0.5459996461868286,0.5858395099639893,-0.22687990963459015,0.31214815378189087,0.8153692483901978,-0.09969419240951538,0.32918399572372437,0.7233869433403015,-0.1680811643600464,0.379256010055542,0.7007275819778442,-0.2157292515039444,0.4345399737358093,0.6855734586715698,-0.2476745843887329,0.25208693742752075,0.8584896326065063,-0.1139736995100975,0.25426074862480164,0.8230680227279663,-0.17740732431411743,0.28441041707992554,0.8366256952285767,-0.21356287598609924,0.32246047258377075,0.8506341576576233,-0.24058663845062256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.24067813158035278,0.9829555153846741,-5.392531576831061e-08,0.3800687789916992,0.9729932546615601,-0.03393624350428581,0.49861401319503784,0.895541250705719,-0.051591966301202774,0.5753202438354492,0.81028151512146,-0.06761378049850464,0.6260781288146973,0.7428457140922546,-0.08822361379861832,0.43423956632614136,0.8241811394691467,-0.08186990022659302,0.49856895208358765,0.7159850001335144,-0.12224388122558594,0.5383060574531555,0.6589653491973877,-0.14847497642040253,0.5838413834571838,0.6077903509140015,-0.17420147359371185,0.3708587884902954,0.8176940083503723,-0.09598039090633392,0.38094615936279297,0.7037588953971863,-0.1546526402235031,0.406967431306839,0.6846932172775269,-0.19620659947395325,0.4450898766517639,0.6653881072998047,-0.23010706901550293,0.30562376976013184,0.8319395184516907,-0.11087744683027267,0.3136533796787262,0.7229165434837341,-0.18137025833129883,0.35861438512802124,0.6988739967346191,-0.22677400708198547,0.4074220657348633,0.6791935563087463,-0.25758615136146545,0.2487921416759491,0.8640625476837158,-0.12539024651050568,0.24843531847000122,0.8170133829116821,-0.1912776231765747,0.2794894576072693,0.8232100605964661,-0.22998183965682983,0.3164982199668884,0.831667423248291,-0.25919076800346375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.2614767551422119,1.0137735605239868,4.0238484189103474e-07,0.37634724378585815,0.9758015275001526,-0.04008612409234047,0.491078644990921,0.8703091144561768,-0.05861030891537666,0.5691060423851013,0.7788390517234802,-0.07329744100570679,0.6315671801567078,0.7054015398025513,-0.09133952111005783,0.43109339475631714,0.8125906586647034,-0.09059098362922668,0.5013189315795898,0.7128225564956665,-0.13903070986270905,0.5479108095169067,0.661949098110199,-0.1696878969669342,0.5975321531295776,0.6220115423202515,-0.1943996250629425,0.3764093518257141,0.8098151683807373,-0.10233014076948166,0.4224095046520233,0.6823009848594666,-0.15981096029281616,0.47883591055870056,0.6302157044410706,-0.20478485524654388,0.5419294238090515,0.5877251029014587,-0.24115581810474396,0.3152816891670227,0.8291246294975281,-0.1147613525390625,0.3286636173725128,0.7187516093254089,-0.18191301822662354,0.3809526562690735,0.6925613880157471,-0.22928497195243835,0.43442076444625854,0.6769453287124634,-0.2618436813354492,0.25640207529067993,0.8690728545188904,-0.1276307851076126,0.25553208589553833,0.8296027779579163,-0.19143091142177582,0.28662019968032837,0.8404388427734375,-0.23009374737739563,0.3230189383029938,0.8530492782592773,-0.2592202126979828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.2448621690273285,0.9535936117172241,2.774132781269145e-07,0.38739335536956787,0.9273258447647095,-0.03229939937591553,0.49770039319992065,0.8390982151031494,-0.04195242002606392,0.567674994468689,0.7479986548423767,-0.05049295350909233,0.6148735880851746,0.6753960251808167,-0.061123717576265335,0.44520285725593567,0.7447309494018555,-0.043185971677303314,0.5082145929336548,0.6403291821479797,-0.07511589676141739,0.5510170459747314,0.5875688791275024,-0.09786777198314667,0.5938552618026733,0.5416011810302734,-0.11820501834154129,0.38688260316848755,0.7341476678848267,-0.05524482578039169,0.425574392080307,0.6066831350326538,-0.09283323585987091,0.4807370603084564,0.5511156320571899,-0.12653951346874237,0.5389811396598816,0.5029885172843933,-0.15440058708190918,0.3239327073097229,0.7490689158439636,-0.07102975994348526,0.3329482674598694,0.6409732699394226,-0.12434346973896027,0.3839219808578491,0.6131613254547119,-0.16292540729045868,0.4384101629257202,0.5967015624046326,-0.18802230060100555,0.2649609446525574,0.7851712107658386,-0.08816996216773987,0.2630022168159485,0.737247884273529,-0.14165188372135162,0.2975929379463196,0.7393642663955688,-0.17138199508190155,0.3398545980453491,0.7482654452323914,-0.19229117035865784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.24385184049606323,0.8342717885971069,4.3725509613068425e-07,0.35881391167640686,0.8427340984344482,-0.048257432878017426,0.4788995683193207,0.8161431550979614,-0.07253451645374298,0.5763591527938843,0.8333545923233032,-0.09596318751573563,0.650353193283081,0.8746017813682556,-0.12091243267059326,0.4729177951812744,0.565291166305542,-0.055219151079654694,0.5664895176887512,0.47702574729919434,-0.09177909046411514,0.6200426816940308,0.4194314479827881,-0.12220194190740585,0.6709854602813721,0.3645009994506836,-0.14923866093158722,0.41785746812820435,0.5167739987373352,-0.06473754346370697,0.45882052183151245,0.35040998458862305,-0.10359742492437363,0.5039767622947693,0.26281118392944336,-0.14214077591896057,0.5521987676620483,0.18950730562210083,-0.17522551119327545,0.35346144437789917,0.5131301879882812,-0.07912803441286087,0.3676206171512604,0.3648972809314728,-0.12261674553155899,0.4063446521759033,0.29783719778060913,-0.15283343195915222,0.4502485990524292,0.24214377999305725,-0.17597930133342743,0.28688541054725647,0.5437142848968506,-0.09826880693435669,0.2858487665653229,0.4323239326477051,-0.13978390395641327,0.31460922956466675,0.3919365406036377,-0.15954618155956268,0.35434460639953613,0.3636327385902405,-0.1744289994239807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.2530795931816101,0.7653288245201111,4.407710321174818e-07,0.37031644582748413,0.7761448621749878,-0.04585634171962738,0.4983198940753937,0.7480971813201904,-0.06733439862728119,0.5973673462867737,0.7598402500152588,-0.0871368795633316,0.6638129353523254,0.810523271560669,-0.10934009402990341,0.4795994460582733,0.5086610913276672,-0.054191622883081436,0.5676381587982178,0.42152249813079834,-0.08375905454158783,0.620184600353241,0.3646817207336426,-0.1103614792227745,0.6703962683677673,0.3109363913536072,-0.1354512721300125,0.4251869320869446,0.4602804183959961,-0.06022662669420242,0.46115750074386597,0.29780587553977966,-0.08892587572336197,0.4997338652610779,0.20651870965957642,-0.12319868057966232,0.5427355170249939,0.12493759393692017,-0.15491251647472382,0.36225438117980957,0.4515359401702881,-0.069966159760952,0.37778162956237793,0.2995430827140808,-0.1013389527797699,0.41008156538009644,0.22157824039459229,-0.1292852759361267,0.4453846514225006,0.1543714702129364,-0.1533610224723816,0.29619908332824707,0.4778110980987549,-0.08422552049160004,0.29661619663238525,0.367570698261261,-0.11470846831798553,0.32250818610191345,0.3149142265319824,-0.13157925009727478,0.35532519221305847,0.272673100233078,-0.14608095586299896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.32270708680152893,0.5883261561393738,7.712156957495608e-07,0.42076361179351807,0.595613420009613,-0.05731143057346344,0.5414965152740479,0.5593030452728271,-0.08012114465236664,0.6385038495063782,0.5701769590377808,-0.09713654220104218,0.6994373798370361,0.6214605569839478,-0.11559046059846878,0.5198913812637329,0.3390894830226898,-0.06712885946035385,0.6173591613769531,0.26644325256347656,-0.09652309119701385,0.6763926148414612,0.21523378789424896,-0.1211061179637909,0.7284753322601318,0.1651451587677002,-0.14348499476909637,0.47004473209381104,0.27210065722465515,-0.06382312625646591,0.5200358629226685,0.11884498596191406,-0.0911485105752945,0.562470018863678,0.03627869486808777,-0.12160797417163849,0.5978678464889526,-0.034182190895080566,-0.14900214970111847,0.41524389386177063,0.2490817904472351,-0.06458055227994919,0.4245240092277527,0.1056050956249237,-0.0919419676065445,0.4510596692562103,0.03449907898902893,-0.11501307040452957,0.4746605157852173,-0.023104041814804077,-0.13416431844234467,0.3570013642311096,0.2622245252132416,-0.0713023990392685,0.36222052574157715,0.14959928393363953,-0.09559095650911331,0.381012499332428,0.08647719025611877,-0.10893262177705765,0.4053918123245239,0.032433390617370605,-0.12038934230804443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.32270708680152893,0.5883261561393738,7.712156957495608e-07,0.42076361179351807,0.595613420009613,-0.05731143057346344,0.5414965152740479,0.5593030452728271,-0.08012114465236664,0.6385038495063782,0.5701769590377808,-0.09713654220104218,0.6994373798370361,0.6214605569839478,-0.11559046059846878,0.5198913812637329,0.3390894830226898,-0.06712885946035385,0.6173591613769531,0.26644325256347656,-0.09652309119701385,0.6763926148414612,0.21523378789424896,-0.1211061179637909,0.7284753322601318,0.1651451587677002,-0.14348499476909637,0.47004473209381104,0.27210065722465515,-0.06382312625646591,0.5200358629226685,0.11884498596191406,-0.0911485105752945,0.562470018863678,0.03627869486808777,-0.12160797417163849,0.5978678464889526,-0.034182190895080566,-0.14900214970111847,0.41524389386177063,0.2490817904472351,-0.06458055227994919,0.4245240092277527,0.1056050956249237,-0.0919419676065445,0.4510596692562103,0.03449907898902893,-0.11501307040452957,0.4746605157852173,-0.023104041814804077,-0.13416431844234467,0.3570013642311096,0.2622245252132416,-0.0713023990392685,0.36222052574157715,0.14959928393363953,-0.09559095650911331,0.381012499332428,0.08647719025611877,-0.10893262177705765,0.4053918123245239,0.032433390617370605,-0.12038934230804443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.3405113220214844,0.568623423576355,8.284299042315979e-07,0.4326421022415161,0.5750457048416138,-0.05915844440460205,0.5468368530273438,0.5403870344161987,-0.0837625190615654,0.6411659121513367,0.5547337532043457,-0.10212072730064392,0.7036340832710266,0.6054551601409912,-0.12090492248535156,0.5343585014343262,0.317579060792923,-0.06328776478767395,0.6308773756027222,0.2435743510723114,-0.0915074497461319,0.689774751663208,0.1921883225440979,-0.11617227643728256,0.7394041419029236,0.1435551941394806,-0.13809886574745178,0.48354583978652954,0.2507683336734772,-0.05820190906524658,0.5356667637825012,0.10096418857574463,-0.0841623991727829,0.5774084329605103,0.02342677116394043,-0.11280607432126999,0.6103983521461487,-0.04086831212043762,-0.13774079084396362,0.4283845126628876,0.22645249962806702,-0.057526830583810806,0.44412630796432495,0.08443526923656464,-0.08107117563486099,0.4749068319797516,0.006578713655471802,-0.10181664675474167,0.5007736682891846,-0.057540953159332275,-0.11968418210744858,0.37062299251556396,0.2396278977394104,-0.06318502873182297,0.3733634054660797,0.13051840662956238,-0.08324959874153137,0.3885214924812317,0.06601235270500183,-0.0939125195145607,0.4074461758136749,0.010537981986999512,-0.10326578468084335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEF,0.36418870091438293,0.5547159910202026,7.813682714186143e-07,0.45693010091781616,0.5634482502937317,-0.058515649288892746,0.5732220411300659,0.530253529548645,-0.08372566848993301,0.6707574129104614,0.5478191375732422,-0.10296798497438431,0.734139084815979,0.6070171594619751,-0.12308422476053238,0.5620678067207336,0.30573028326034546,-0.06377281993627548,0.6620379090309143,0.2299191653728485,-0.09143182635307312,0.7213712930679321,0.17693857848644257,-0.11557646095752716,0.7706038951873779,0.12542296946048737,-0.13775762915611267,0.511261522769928,0.23749786615371704,-0.05958818644285202,0.5643202662467957,0.08892154693603516,-0.08482566475868225,0.6029533743858337,0.014183640480041504,-0.11291233450174332,0.6323235034942627,-0.048986226320266724,-0.1379397064447403,0.45540252327919006,0.21026670932769775,-0.06003504991531372,0.47301143407821655,0.06403493881225586,-0.08494260907173157,0.5015659928321838,-0.017468005418777466,-0.10860329121351242,0.5231366753578186,-0.08477675914764404,-0.1288432478904724,0.3981054425239563,0.21913868188858032,-0.06646361947059631,0.40215909481048584,0.10400812327861786,-0.08959704637527466,0.41545045375823975,0.030998706817626953,-0.10444789379835129,0.4319096505641937,-0.03213408589363098,-0.11702857166528702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
